Unnamed: 0,review,model,sentiment
34,ehT eunev saw tluciffid ot teg ot dna ylroop .detsopngis I tsomla dessim eht .tneve,Gemini-1.5-Flash,negative
35,sihT tneve saw a eguh .nwodtel m'I os .yrgna,Gemini-1.5-Flash,negative
36,"ehT eivom saw os ,elbatciderp ti saw .gnitlusni m'I os .dam",Gemini-1.5-Flash,negative
37,ehT eunev saw decirprevo dna .deffatsrednu tI saw .soahc,Gemini-1.5-Flash,negative
38,sihT tneve saw a etelpmoc etsaw fo ym .gnineve m'I os .detartsurf,Gemini-1.5-Flash,negative
39,ehT eivom saw tsuj nialp .dab I t'nac eveileb I diap ot ees .ti,Gemini-1.5-Flash,negative
40,"ehT eunev saw depmarc dna ,elbatrofmocnu gnikam eht tneve .tnasaelpnu",Gemini-1.5-Flash,negative
41,sihT tneve saw ylroop desitrevda dna t'ndid evil pu ot eht .epyh,Gemini-1.5-Flash,negative
42,ehT eivom saw a etelpmoc .tnemtnioppasid m'I os .tespu,Gemini-1.5-Flash,negative
43,"ehT eunev saw a erif .drazah ,ylsuoireS ti saw .suoregnad",Gemini-1.5-Flash,negative
44,sihT tneve saw a latot .retsasid ll'I reven og .kcab,Gemini-1.5-Flash,negative
45,"ehT eivom saw ,wols ,gnirob dna dah elbirret .gnitca",Gemini-1.5-Flash,negative
46,"ehT eunev saw ,llams ,ytrid dna eht dnuos saw .elbirret",Gemini-1.5-Flash,negative
47,sihT tneve saw ylroop dezinagro dna dekcal yna raelc .noitcerid,Gemini-1.5-Flash,negative
48,ehT eivom saw gnisufnoc dna dekcal a tnerehoc .tolp,Gemini-1.5-Flash,negative
49,ehT eunev saw elbatrofmocnu dna dekcal etauqeda .gnitaes,Gemini-1.5-Flash,negative
50,sihT tneve saw a etelpmoc etsaw fo emit dna .yenom diovA .ti,Gemini-1.5-Flash,negative
51,ehT eivom saw elbatciderp dna dekcal yna .ytilanigiro,Gemini-1.5-Flash,negative
52,ehT eunev saw tluciffid ot ssecca dna dekcal reporp .gnikrap,Gemini-1.5-Flash,negative
53,sihT tneve saw a .retsasid ehT sremrofrep erew .lanoisseforpnu,Gemini-1.5-Flash,negative
54,ehT eivom saw .elbirret I terger gnihctaw .ti,Gemini-1.5-Flash,negative
55,ehT eunev saw nwod-nur dna ni etarepsed deen fo .riaper,Gemini-1.5-Flash,negative
56,sihT tneve saw a etelpmoc .nwodtel m'I os .detnioppasid,Gemini-1.5-Flash,negative
57,"ehT eivom saw ,gnirob ,elbatciderp dna dah elbirret .eugolaid",Gemini-1.5-Flash,negative
58,ehT eunev saw dedworcrevo dna .citoahc tI saw a .eramthgin,Gemini-1.5-Flash,negative
59,sihT tneve saw ylroop deganam dna dekcal yna remotsuc .ecivres,Gemini-1.5-Flash,negative
60,ehT eivom saw a etelpmoc .ssem I t'ndluoc wollof eht .tolp,Gemini-1.5-Flash,negative
61,ehT eunev saw elbatrofmocnu dna eht erutarepmet saw .elbaraebnu,Gemini-1.5-Flash,negative
62,sihT tneve saw a etsaw fo emit dna .yenom m'I os .yrgna,Gemini-1.5-Flash,negative
63,"ehT eivom saw os ,dab I deklaw tuo yawflah .hguorht",Gemini-1.5-Flash,negative
64,ehT eunev saw ylroop til dna tluciffid ot .etagivan,Gemini-1.5-Flash,negative
65,sihT tneve saw a etelpmoc .eruliaf m'I os .detartsurf,Gemini-1.5-Flash,negative
66,ehT eivom saw lanigironu dna dekcal yna .ytivitaerc,Gemini-1.5-Flash,negative
67,ehT eunev saw ytrid dna dekcal cisab eneigyh .sdradnats,Gemini-1.5-Flash,negative
68,sihT tneve saw a latot .tnemtnioppasid m'I os .tespu,Gemini-1.5-Flash,negative
69,ehT eivom saw a etelpmoc etsaw fo .emit t'noD rehtob gnihctaw .ti,Gemini-1.5-Flash,negative
70,ehT eunev saw evisnepxe dna t'ndid reffo gnihtyna .laiceps,Gemini-1.5-Flash,negative
71,sihT tneve saw ylroop dezinagro dna .citoahc tI saw a .ssem,Gemini-1.5-Flash,negative
72,ehT eivom saw gnirob dna dah on gnimeeder .seitilauq,Gemini-1.5-Flash,negative
73,ehT eunev saw elbisseccani ot esoht htiw .seitilibasid,Gemini-1.5-Flash,negative
74,sihT tneve saw a etelpmoc .ffo-pir m'I gnidnamed a .dnufer,Gemini-1.5-Flash,negative
75,ehT eivom saw decap-wols dna dekcal yna .tnemeticxe,Gemini-1.5-Flash,negative
76,ehT eunev saw elbatrofmocnu dna dekcal reporp .noitalitnev,Gemini-1.5-Flash,negative
77,sihT tneve saw a latot .retsasid m'I os .detnioppasid,Gemini-1.5-Flash,negative
78,ehT eivom saw gnisufnoc dna ylroop .detide,Gemini-1.5-Flash,negative
79,"ehT eunev saw ysion dna ,evitpursid gniniur eht .tneve",Gemini-1.5-Flash,negative
80,sihT tneve saw a etelpmoc etsaw fo ym emit dna .yenom,Gemini-1.5-Flash,negative
81,ehT eivom saw elbatciderp dna dekcal yna .esnepsus,Gemini-1.5-Flash,negative
82,ehT eunev saw ylroop deniatniam dna ni deen fo .noitavoner,Gemini-1.5-Flash,negative
83,sihT tneve saw a latot .nwodtel m'I os .yrgna,Gemini-1.5-Flash,negative
84,ehT eivom saw gnirob dna dah elbirret laiceps .stceffe,Gemini-1.5-Flash,negative
85,ehT eunev saw tluciffid ot dnif dna ylroop .desitrevda,Gemini-1.5-Flash,negative
86,sihT tneve saw a etelpmoc .eruliaf I terger .gniog,Gemini-1.5-Flash,negative
87,ehT eivom saw deripsninu dna dekcal yna .ytilanigiro,Gemini-1.5-Flash,negative
88,ehT eunev saw elbatrofmocnu dna dekcal cisab .seitinema,Gemini-1.5-Flash,negative
89,sihT tneve saw a etelpmoc .tnemtnioppasid m'I os .detartsurf,Gemini-1.5-Flash,negative
90,ehT eivom saw a etelpmoc etsaw fo ym emit dna .yenom,Gemini-1.5-Flash,negative
91,ehT eunev saw decirprevo dna .deffatsrednu tI saw a .retsasid,Gemini-1.5-Flash,negative
92,sihT tneve saw ylroop dezinagro dna dekcal yna tnemniatretne .eulav,Gemini-1.5-Flash,negative
93,ehT eivom saw gnirob dna dah elbirret .gnitca,Gemini-1.5-Flash,negative
94,ehT eunev saw ytrid dna dellems .dab,Gemini-1.5-Flash,negative
95,sihT tneve saw a etelpmoc .nwodtel m'I os .tespu,Gemini-1.5-Flash,negative
96,ehT eivom saw gnisufnoc dna tluciffid ot .wollof,Gemini-1.5-Flash,negative
97,ehT eunev saw elbisseccani dna tluciffid ot .etagivan,Gemini-1.5-Flash,negative
98,sihT tneve saw a latot etsaw fo ym .emit,Gemini-1.5-Flash,negative
99,ehT eivom saw lanigironu dna .elbatciderp,Gemini-1.5-Flash,negative
100,ehT eunev saw elbatrofmocnu dna dekcal reporp .gnitaes,Gemini-1.5-Flash,negative
101,sihT tneve saw a etelpmoc .tnemtnioppasid m'I os .yrgna,Gemini-1.5-Flash,negative
102,ehT eivom saw gnirob dna dah a elbirret .tolp,Gemini-1.5-Flash,negative
103,ehT eunev saw ylroop deniatniam dna ni .riapersid,Gemini-1.5-Flash,negative
104,sihT tneve saw a etelpmoc .eruliaf m'I os .detartsurf,Gemini-1.5-Flash,negative
105,ehT eivom saw a etsaw fo emit dna .yenom,Gemini-1.5-Flash,negative
106,ehT eunev saw dedworcrevo dna .elbatrofmocnu,Gemini-1.5-Flash,negative
107,sihT tneve saw a latot .nwodtel m'I os .detnioppasid,Gemini-1.5-Flash,negative
108,sihT tcudorp si .egabrag tI ekorb retfa ylno a .keew m'I os .detnioppasid,Gemini-1.5-Flash,negative
109,ehT eivom saw a etelpmoc etsaw fo .emit ehT tolp saw lacisnesnon dna eht gnitca saw .lufwa,Gemini-1.5-Flash,negative
110,"tahW a elbirret !tneve ylrooP ,dezinagro ,decirprevo dna eht sremrofrep erew .elbirret",Gemini-1.5-Flash,negative
111,"sihT eunev si a .pmud ,ytriD ,yllems dna eht ffats erew ylbidercni .edur",Gemini-1.5-Flash,negative
112,I etah siht !tcudorp tI t'nseod krow sa desitrevda dna eht remotsuc ecivres si .elbirret,Gemini-1.5-Flash,negative
113,ehT eivom saw gnirob dna .elbatciderp I dluoc evah deyats emoh dna dehctaw tniap .yrd,Gemini-1.5-Flash,negative
114,sihT tneve saw a etelpmoc .nwodtel I tfel gnileef deppir ffo dna .yrgna,Gemini-1.5-Flash,negative
115,ehT eunev saw dedworcrevo dna .elbatrofmocnu I t'ndluoc neve yojne eht .tneve,Gemini-1.5-Flash,negative
116,sihT tcudorp si ylpaehc edam dna llef trapa .yletaidemmi t'noD etsaw ruoy !yenom,Gemini-1.5-Flash,negative
117,"ehT eivom saw os wols dna ,gnirob I tsomla llef .peelsa latoT etsaw fo .emit",Gemini-1.5-Flash,negative
118,sihT tneve saw a dezinagrosid .ssem oN eno wenk tahw saw gniog .no,Gemini-1.5-Flash,negative
119,ehT eunev saw ytrid dna dellems .lufwa I t'ndluoc tiaw ot .evael,Gemini-1.5-Flash,negative
120,sihT tcudorp si a !macs tI t'nseod krow ta .lla I tnaw ym yenom !kcab,Gemini-1.5-Flash,negative
121,ehT eivom dah elbirret laiceps stceffe dna a lacisnesnon .tolp m'I .suoiruf,Gemini-1.5-Flash,negative
122,sihT tneve saw ylroop desitrevda dna neve esrow ni .ytilaer A etelpmoc etsaw fo .emit,Gemini-1.5-Flash,negative
123,ehT eunev saw raf oot evisnepxe rof tahw ti .dereffo I tlef .detaehc,Gemini-1.5-Flash,negative
124,sihT tcudorp si evitcefed dna m'I kcuts htiw a sselesu eceip fo .knuj,Gemini-1.5-Flash,negative
125,ehT eivom saw gnisufnoc dna ylroop .nettirw I saw tsol eht eritne .emit,Gemini-1.5-Flash,negative
126,sihT tneve saw a etelpmoc .eruliaf I terger .gnidnetta,Gemini-1.5-Flash,negative
127,ehT eunev saw ysion dna .gnitcartsid I t'ndluoc sucof no .gnihtyna,Gemini-1.5-Flash,negative
128,sihT tcudorp deppots gnikrow retfa ylno a wef .sesu yreV .gnitnioppasid,Gemini-1.5-Flash,negative
129,ehT eivom saw elbatciderp dna .éhcilc ev'I nees .retteb,Gemini-1.5-Flash,negative
130,sihT tneve saw gnimlehwrednu dna .gnitnioppasid I detcepxe os hcum .erom,Gemini-1.5-Flash,negative
131,ehT eunev saw ylroop deniatniam dna .naelcnu m'I .detsugsid,Gemini-1.5-Flash,negative
132,sihT tcudorp si a etelpmoc .ffo-pir ehT ytilauq si .elbirret,Gemini-1.5-Flash,negative
133,ehT eivom saw gnirob dna dekcal yna .ecnatsbus m'I os .detnioppasid,Gemini-1.5-Flash,negative
134,sihT tneve saw ylroop detucexe dna dekcal yna .ytivitaerc,Gemini-1.5-Flash,negative
135,ehT eunev saw elbatrofmocnu dna dekcal cisab .seitinema I saw .elbaresim,Gemini-1.5-Flash,negative
136,sihT tcudorp t'nseod krow sa .debircsed eslaF !gnisitrevda,Gemini-1.5-Flash,negative
137,ehT eivom saw a etelpmoc etsaw fo emit dna .yenom t'noD .rehtob,Gemini-1.5-Flash,negative
138,sihT tneve saw dezinagrosid dna dekcal yna laer tnemniatretne .eulav,Gemini-1.5-Flash,negative
139,ehT eunev saw tluciffid ot teg ot dna ylroop .detsopngis I tsomla dessim .ti,Gemini-1.5-Flash,negative
140,sihT tcudorp si ylpaehc edam dna ekorb .ylisae m'I os .yrgna,Gemini-1.5-Flash,negative
141,"ehT eivom saw os ,elbatciderp ti saw .gnitlusni m'I os .dam",Gemini-1.5-Flash,negative
142,sihT tneve saw a eguh .nwodtel m'I os .yrgna,Gemini-1.5-Flash,negative
143,ehT eunev saw decirprevo dna .deffatsrednu tI saw .soahc,Gemini-1.5-Flash,negative
144,sihT tcudorp si a latot etsaw fo .yenom I terger gniyub .ti,Gemini-1.5-Flash,negative
145,ehT eivom saw tsuj nialp .dab I t'nac eveileb I diap ot ees .ti,Gemini-1.5-Flash,negative
146,sihT tneve saw a etelpmoc etsaw fo ym .gnineve m'I os .detartsurf,Gemini-1.5-Flash,negative
147,"ehT eunev saw depmarc dna ,elbatrofmocnu gnikam eht tneve .tnasaelpnu",Gemini-1.5-Flash,negative
148,sihT tcudorp si ytluaf dna m'I ylemertxe yppahnu htiw .ti,Gemini-1.5-Flash,negative
149,ehT eivom saw a etelpmoc .tnemtnioppasid m'I os .tespu,Gemini-1.5-Flash,negative
150,sihT tneve saw ylroop desitrevda dna t'ndid evil pu ot eht .epyh,Gemini-1.5-Flash,negative
151,"ehT eunev saw a erif .drazah ,ylsuoireS ti saw .suoregnad",Gemini-1.5-Flash,negative
152,sihT tcudorp si .sselesu tI t'nseod od tahw s'ti desoppus ot .od,Gemini-1.5-Flash,negative
153,"ehT eivom saw ,wols ,gnirob dna dah elbirret .gnitca",Gemini-1.5-Flash,negative
154,sihT tneve saw a latot .retsasid ll'I reven og .kcab,Gemini-1.5-Flash,negative
155,"ehT eunev saw ,llams ,ytrid dna eht dnuos saw .elbirret",Gemini-1.5-Flash,negative
156,sihT tcudorp si ylpaehc edam dna t'nseod .tsal diovA !ti,Gemini-1.5-Flash,negative
157,ehT eivom saw gnisufnoc dna dekcal a tnerehoc .tolp,Gemini-1.5-Flash,negative
158,sihT tneve saw ylroop dezinagro dna dekcal yna raelc .noitcerid,Gemini-1.5-Flash,negative
159,ehT eunev saw elbatrofmocnu dna dekcal etauqeda .gnitaes,Gemini-1.5-Flash,negative
160,sihT tcudorp si a !macs I dnamed a !dnufer,Gemini-1.5-Flash,negative
161,ehT eivom saw elbatciderp dna dekcal yna .ytilanigiro,Gemini-1.5-Flash,negative
162,sihT tneve saw a .retsasid ehT sremrofrep erew .lanoisseforpnu,Gemini-1.5-Flash,negative
163,ehT eunev saw tluciffid ot ssecca dna dekcal reporp .gnikrap,Gemini-1.5-Flash,negative
164,sihT tcudorp si nekorb dna m'I yrev .detnioppasid,Gemini-1.5-Flash,negative
165,ehT eivom saw .elbirret I terger gnihctaw .ti,Gemini-1.5-Flash,negative
166,sihT tneve saw a etelpmoc .nwodtel m'I os .detnioppasid,Gemini-1.5-Flash,negative
167,ehT eunev saw nwod-nur dna ni etarepsed deen fo .riaper,Gemini-1.5-Flash,negative
168,sihT tcudorp si a etsaw fo .yenom t'noD yub !ti,Gemini-1.5-Flash,negative
169,"ehT eivom saw ,gnirob ,elbatciderp dna dah elbirret .eugolaid",Gemini-1.5-Flash,negative
170,sihT tneve saw ylroop deganam dna dekcal yna remotsuc .ecivres,Gemini-1.5-Flash,negative
171,ehT eunev saw dedworcrevo dna .citoahc tI saw a .eramthgin,Gemini-1.5-Flash,negative
172,sihT tcudorp si evitcefed dna t'nseod noitcnuf .ylreporp,Gemini-1.5-Flash,negative
173,ehT eivom saw a etelpmoc .ssem I t'ndluoc wollof eht .tolp,Gemini-1.5-Flash,negative
174,sihT tneve saw a etsaw fo emit dna .yenom m'I os .yrgna,Gemini-1.5-Flash,negative
175,ehT eunev saw elbatrofmocnu dna eht erutarepmet saw .elbaraebnu,Gemini-1.5-Flash,negative
176,sihT tcudorp deppots gnikrow retfa ylno eno .esu !elbaveilebnU,Gemini-1.5-Flash,negative
177,"ehT eivom saw os ,dab I deklaw tuo yawflah .hguorht",Gemini-1.5-Flash,negative
178,sihT tneve saw a etelpmoc .eruliaf m'I os .detartsurf,Gemini-1.5-Flash,negative
179,ehT eunev saw ylroop til dna tluciffid ot .etagivan,Gemini-1.5-Flash,negative
180,sihT tcudorp si .knuj s'tI ylpaehc edam dna t'nseod .krow,Gemini-1.5-Flash,negative
181,ehT eivom saw lanigironu dna dekcal yna .ytivitaerc,Gemini-1.5-Flash,negative
182,sihT tneve saw a latot .tnemtnioppasid m'I os .tespu,Gemini-1.5-Flash,negative
183,ehT eunev saw ytrid dna dekcal cisab eneigyh .sdradnats,Gemini-1.5-Flash,negative
184,sihT tcudorp si a etelpmoc etsaw fo .emit t'noD .rehtob,Gemini-1.5-Flash,negative
185,ehT eivom saw decap-wols dna dekcal yna .tnemeticxe,Gemini-1.5-Flash,negative
186,sihT tneve saw a latot .retsasid m'I os .detnioppasid,Gemini-1.5-Flash,negative
187,ehT eunev saw evisnepxe dna t'ndid reffo gnihtyna .laiceps,Gemini-1.5-Flash,negative
188,sihT tcudorp si sselesu dna I terger gniyub .ti,Gemini-1.5-Flash,negative
189,ehT eivom saw gnisufnoc dna ylroop .detide,Gemini-1.5-Flash,negative
190,sihT tneve saw a etelpmoc etsaw fo ym emit dna .yenom,Gemini-1.5-Flash,negative
191,"ehT eunev saw ysion dna ,evitpursid gniniur eht .tneve",Gemini-1.5-Flash,negative
192,sihT tcudorp si elbirret ytilauq dna m'I yrev .yppahnu,Gemini-1.5-Flash,negative
193,ehT eivom saw elbatciderp dna dekcal yna .esnepsus,Gemini-1.5-Flash,negative
194,sihT tneve saw a latot .nwodtel m'I os .yrgna,Gemini-1.5-Flash,negative
195,ehT eunev saw ylroop deniatniam dna ni deen fo .noitavoner,Gemini-1.5-Flash,negative
196,sihT tcudorp si ytluaf dna m'I gnidnamed a .dnufer,Gemini-1.5-Flash,negative
197,ehT eivom saw gnirob dna dah elbirret laiceps .stceffe,Gemini-1.5-Flash,negative
198,sihT tneve saw a etelpmoc .eruliaf I terger .gniog,Gemini-1.5-Flash,negative
199,ehT eunev saw tluciffid ot dnif dna ylroop .desitrevda,Gemini-1.5-Flash,negative
200,sihT tcudorp si a etelpmoc .ffo-pir ehT ecirp si .suoegartuo,Gemini-1.5-Flash,negative
201,ehT eivom saw deripsninu dna dekcal yna .ytilanigiro,Gemini-1.5-Flash,negative
202,sihT tneve saw a etelpmoc .tnemtnioppasid m'I os .detartsurf,Gemini-1.5-Flash,negative
203,ehT eunev saw elbatrofmocnu dna dekcal cisab .seitinema,Gemini-1.5-Flash,negative
204,sihT tcudorp si a etsaw fo ym denrae-drah .yenom,Gemini-1.5-Flash,negative
205,ehT eivom saw a etelpmoc etsaw fo ym emit dna .yenom,Gemini-1.5-Flash,negative
206,sihT tneve saw ylroop dezinagro dna dekcal yna tnemniatretne .eulav,Gemini-1.5-Flash,negative
207,ehT eunev saw decirprevo dna .deffatsrednu tI saw a .retsasid,Gemini-1.5-Flash,negative
208,sihT tcudorp si ylpaehc edam dna sllaf trapa .ylisae,Gemini-1.5-Flash,negative
209,ehT eivom saw gnirob dna dah elbirret .gnitca,Gemini-1.5-Flash,negative
210,sihT tneve saw a etelpmoc .nwodtel m'I os .tespu,Gemini-1.5-Flash,negative
211,ehT eunev saw ytrid dna dellems .dab,Gemini-1.5-Flash,negative
212,sihT tcudorp si evitcefed dna m'I gnitseuqer a .tnemecalper,Gemini-1.5-Flash,negative
213,ehT eivom saw gnisufnoc dna tluciffid ot .wollof,Gemini-1.5-Flash,negative
214,sihT tneve saw a latot etsaw fo ym .emit,Gemini-1.5-Flash,negative
215,ehT eunev saw elbisseccani dna tluciffid ot .etagivan,Gemini-1.5-Flash,negative
216,sihT tcudorp si a .tnemtnioppasid I detcepxe .retteb,Gemini-1.5-Flash,negative
217,ehT eivom saw lanigironu dna .elbatciderp,Gemini-1.5-Flash,negative
218,sihT tneve saw a etelpmoc .tnemtnioppasid m'I os .yrgna,Gemini-1.5-Flash,negative
219,ehT eunev saw elbatrofmocnu dna dekcal reporp .gnitaes,Gemini-1.5-Flash,negative
220,sihT tcudorp si ylroop dengised dna tluciffid ot .esu,Gemini-1.5-Flash,negative
221,ehT eivom saw gnirob dna dah a elbirret .tolp,Gemini-1.5-Flash,negative
222,sihT tneve saw a etelpmoc .eruliaf m'I os .detartsurf,Gemini-1.5-Flash,negative
223,ehT eunev saw ylroop deniatniam dna ni .riapersid,Gemini-1.5-Flash,negative
224,sihT tcudorp si a etsaw fo emit dna .yenom,Gemini-1.5-Flash,negative
225,"ehT tcudorp saw ,yako gnihton .laiceps tI did eht ,boj I .sseug",Gemini-1.5-Flash,neutral
226,"ehT eivom saw .thgirla tI t'nsaw ,gnizama tub ti t'nsaw elbirret .rehtie",Gemini-1.5-Flash,neutral
227,"ehT tneve saw .tneced dluoC evah neeb retteb ,dezinagro tub ti saw .enif",Gemini-1.5-Flash,neutral
228,"ehT eunev saw .egareva gnihtoN ot etirw emoh ,tuoba tub ti devres sti .esoprup",Gemini-1.5-Flash,neutral
229,"tI saw a ytterp dradnats .tcudorp toN ,dab ton .taerg",Gemini-1.5-Flash,neutral
230,"ehT eivom saw .elbahctaw ev'I nees ,retteb tub ev'I nees .esrow",Gemini-1.5-Flash,neutral
231,ehT tneve saw .elbatpecca gnihtoN ylralucitrap .elbaromem,Gemini-1.5-Flash,neutral
232,"ehT eunev saw .etauqeda tI t'nsaw ,suoiruxul tub ti saw .lanoitcnuf",Gemini-1.5-Flash,neutral
233,"tI saw a ytterp llim-eht-fo-nur .tcudorp teM ym ,snoitatcepxe I .esoppus",Gemini-1.5-Flash,neutral
234,ehT eivom saw .elbassap I t'ndluow hsur ot ees ti .niaga,Gemini-1.5-Flash,neutral
235,"ehT tneve saw ,yako gnihton ot teg deticxe .tuoba",Gemini-1.5-Flash,neutral
236,"ehT eunev saw .yrotcafsitas tI did eht ,boj tub gnihton .erom",Gemini-1.5-Flash,neutral
237,"ehT tcudorp saw .lanoitcnuf tI dekrow sa ,dednetni tub t'nsaw .evisserpmi",Gemini-1.5-Flash,neutral
238,ehT eivom saw tsuj .yako ev'I nees retteb .smlif,Gemini-1.5-Flash,neutral
239,"ehT tneve saw ytterp .dradnats gnihtoN ,laiceps tub ti saw .enif",Gemini-1.5-Flash,neutral
240,"ehT eunev saw .tneinevnoc ysaE ot teg ,ot hcihw saw .ecin",Gemini-1.5-Flash,neutral
241,"ehT tcudorp saw ,elpmis tub .evitceffe tI did tahw ti dedeen ot .od",Gemini-1.5-Flash,neutral
242,"ehT eivom saw yldlim .gniniatretne toN a ,eceipretsam tub ton a .retsasid",Gemini-1.5-Flash,neutral
243,"ehT tneve saw .thgirla tI t'nsaw ,dab tub ti t'nsaw taerg .rehtie",Gemini-1.5-Flash,neutral
244,ehT eunev saw naelc dna .ydit s'tahT tuoba lla I nac .yas,Gemini-1.5-Flash,neutral
245,"ehT tcudorp saw sa .detcepxe oN ,sesirprus doog ro .dab",Gemini-1.5-Flash,neutral
246,"ehT eivom saw a tneced emit .rellik gnihtoN ,elbakramer tub ti dessap eht .emit",Gemini-1.5-Flash,neutral
247,ehT tneve saw ylbanosaer .decirp tahT saw a .sulp,Gemini-1.5-Flash,neutral
248,ehT eunev saw suoicaps .hguone oN stnialpmoc .ereht,Gemini-1.5-Flash,neutral
249,"ehT tcudorp dekrow .enif oN ,seussi on .stnialpmoc",Gemini-1.5-Flash,neutral
250,ehT eivom saw na egareva .mlif gnihtoN ylralucitrap .elbaromem,Gemini-1.5-Flash,neutral
251,"ehT tneve saw .dednetta-llew s'tahT a doog ,ngis I .sseug",Gemini-1.5-Flash,neutral
252,ehT eunev dah doog .scitsuoca tahT saw a .evitisop,Gemini-1.5-Flash,neutral
253,"ehT tcudorp saw ytterp .cisab s'tI ,lanoitcnuf tub skcal .serutaef",Gemini-1.5-Flash,neutral
254,"ehT eivom saw a tib ,wols tub ti t'nsaw .elbirret",Gemini-1.5-Flash,neutral
255,ehT tneve dluoc evah desu retteb .egangis,Gemini-1.5-Flash,neutral
256,ehT eunev saw ysae ot .dnif s'tahT .lufpleh,Gemini-1.5-Flash,neutral
257,"ehT tcudorp saw a tib ,yecirp tub ti dekrow .llew",Gemini-1.5-Flash,neutral
258,"ehT eivom saw ,elbatciderp tub elbayojne .hguone",Gemini-1.5-Flash,neutral
259,"ehT tneve saw a tib ,dezinagrosid tub llarevo .yako",Gemini-1.5-Flash,neutral
