word,importance,surrogate,metric,kernel_width,iteration_id
event,-0.0070494880791748624,ridge,cosine,0.1925,3
It,0.06564028462134597,ridge,cosine,0.1925,3
was,0.04475732438860977,ridge,cosine,0.1925,3
well,0.01931418474498735,ridge,cosine,0.1925,3
organized,-0.12627344273525148,ridge,cosine,0.1925,3
and,-0.07499102401559653,ridge,cosine,0.1925,3
enjoyed,-0.019304746939987055,ridge,cosine,0.1925,3
every,-0.14251673056136194,ridge,cosine,0.1925,3
moment,-0.08658847032538833,ridge,cosine,0.1925,3
of,0.004358711311308313,ridge,cosine,0.1925,3
it,-0.019786281307429678,ridge,cosine,0.1925,3
The,0.09490119985861757,ridge,cosine,0.1925,3
speakers,0.022397031417600834,ridge,cosine,0.1925,3
were,0.11831464178587443,ridge,cosine,0.1925,3
knowledgeable,0.012450724301717073,ridge,cosine,0.1925,3
insightful,-0.20920916123826744,ridge,cosine,0.1925,3
learned,-0.039261548406185225,ridge,cosine,0.1925,3
lot,-0.019369652575250102,ridge,cosine,0.1925,3
from,0.0022952539693994914,ridge,cosine,0.1925,3
them,-0.024254521145891748,ridge,cosine,0.1925,3
I,0.0,lasso,cosine,0.1925,3
had,0.030397848633877258,lasso,cosine,0.1925,3
a,0.047278701826806775,lasso,cosine,0.1925,3
fantastic,-0.2536365053342686,lasso,cosine,0.1925,3
time,-0.01867574600145618,lasso,cosine,0.1925,3
at,-0.0,lasso,cosine,0.1925,3
this,-0.05305515950113565,lasso,cosine,0.1925,3
event,-0.0,lasso,cosine,0.1925,3
It,0.02171414921711567,lasso,cosine,0.1925,3
was,0.006315151294973273,lasso,cosine,0.1925,3
well,0.0,lasso,cosine,0.1925,3
organized,-0.09435305808864171,lasso,cosine,0.1925,3
and,-0.048570680528667205,lasso,cosine,0.1925,3
enjoyed,-0.0,lasso,cosine,0.1925,3
every,-0.09451045368713676,lasso,cosine,0.1925,3
moment,-0.04342074968306547,lasso,cosine,0.1925,3
of,0.0,lasso,cosine,0.1925,3
it,-0.0,lasso,cosine,0.1925,3
The,0.05135154152813127,lasso,cosine,0.1925,3
speakers,0.0,lasso,cosine,0.1925,3
were,0.0695948584804888,lasso,cosine,0.1925,3
knowledgeable,0.0,lasso,cosine,0.1925,3
insightful,-0.16677433034091085,lasso,cosine,0.1925,3
learned,-0.008316803058431898,lasso,cosine,0.1925,3
lot,-0.0,lasso,cosine,0.1925,3
from,0.0,lasso,cosine,0.1925,3
them,-0.0,lasso,cosine,0.1925,3
I,0.0,decision_tree,cosine,0.1925,3
had,0.01854049045644654,decision_tree,cosine,0.1925,3
a,0.01895171552068876,decision_tree,cosine,0.1925,3
fantastic,0.36197014688297896,decision_tree,cosine,0.1925,3
time,0.017498159231857807,decision_tree,cosine,0.1925,3
at,0.0,decision_tree,cosine,0.1925,3
this,0.00022088168774612912,decision_tree,cosine,0.1925,3
event,0.0016913706469692728,decision_tree,cosine,0.1925,3
It,0.0,decision_tree,cosine,0.1925,3
was,0.0,decision_tree,cosine,0.1925,3
well,0.013313660645089148,decision_tree,cosine,0.1925,3
organized,0.06753617350814344,decision_tree,cosine,0.1925,3
and,0.005763663966906069,decision_tree,cosine,0.1925,3
enjoyed,0.0,decision_tree,cosine,0.1925,3
every,0.07795665682234333,decision_tree,cosine,0.1925,3
moment,0.0,decision_tree,cosine,0.1925,3
of,0.0,decision_tree,cosine,0.1925,3
it,0.0005253640783533844,decision_tree,cosine,0.1925,3
The,0.047655471399746706,decision_tree,cosine,0.1925,3
speakers,0.0,decision_tree,cosine,0.1925,3
were,0.0777510964901812,decision_tree,cosine,0.1925,3
knowledgeable,0.032625763266064055,decision_tree,cosine,0.1925,3
insightful,0.2579993853964854,decision_tree,cosine,0.1925,3
learned,0.0,decision_tree,cosine,0.1925,3
lot,0.0,decision_tree,cosine,0.1925,3
from,0.0,decision_tree,cosine,0.1925,3
them,0.0,decision_tree,cosine,0.1925,3
I,0.0039689166874316605,ridge,cosine,0.1925,4
had,0.06223939715786244,ridge,cosine,0.1925,4
a,0.09849955405900605,ridge,cosine,0.1925,4
fantastic,-0.30561699999021597,ridge,cosine,0.1925,4
time,-0.044042340306483345,ridge,cosine,0.1925,4
at,-0.019932035500493397,ridge,cosine,0.1925,4
this,-0.09453032087799583,ridge,cosine,0.1925,4
event,-0.014620531310162601,ridge,cosine,0.1925,4
It,0.07285234396748282,ridge,cosine,0.1925,4
was,0.06142087446846653,ridge,cosine,0.1925,4
well,0.0071454236684439535,ridge,cosine,0.1925,4
organized,-0.11460088133801576,ridge,cosine,0.1925,4
and,-0.10726129556891498,ridge,cosine,0.1925,4
enjoyed,-0.017677336515076456,ridge,cosine,0.1925,4
every,-0.14380921442228592,ridge,cosine,0.1925,4
moment,-0.06758306103883005,ridge,cosine,0.1925,4
of,-0.017911130478018338,ridge,cosine,0.1925,4
it,-0.027818685499250744,ridge,cosine,0.1925,4
The,0.07961547379327286,ridge,cosine,0.1925,4
speakers,0.02878596080637822,ridge,cosine,0.1925,4
were,0.12046293023377512,ridge,cosine,0.1925,4
knowledgeable,0.005208069092203681,ridge,cosine,0.1925,4
insightful,-0.21752136255778753,ridge,cosine,0.1925,4
learned,-0.040863935548872854,ridge,cosine,0.1925,4
lot,-0.029808386409110463,ridge,cosine,0.1925,4
from,0.010993842934228892,ridge,cosine,0.1925,4
them,-0.01456932420628262,ridge,cosine,0.1925,4
I,0.0,lasso,cosine,0.1925,4
had,0.037851118602534525,lasso,cosine,0.1925,4
a,0.055155422194132754,lasso,cosine,0.1925,4
fantastic,-0.28535715463295513,lasso,cosine,0.1925,4
time,-0.014620010670359477,lasso,cosine,0.1925,4
at,-0.0,lasso,cosine,0.1925,4
this,-0.027760456518709706,lasso,cosine,0.1925,4
event,-0.0,lasso,cosine,0.1925,4
It,0.031127088088397474,lasso,cosine,0.1925,4
was,0.025022404255641444,lasso,cosine,0.1925,4
well,0.0,lasso,cosine,0.1925,4
organized,-0.0725384763952794,lasso,cosine,0.1925,4
and,-0.03486297503711372,lasso,cosine,0.1925,4
enjoyed,-0.0,lasso,cosine,0.1925,4
every,-0.08238434365546343,lasso,cosine,0.1925,4
moment,-0.034031922319773485,lasso,cosine,0.1925,4
of,-0.0,lasso,cosine,0.1925,4
it,-0.0,lasso,cosine,0.1925,4
The,0.05096507919279108,lasso,cosine,0.1925,4
speakers,0.0,lasso,cosine,0.1925,4
were,0.10323159873877974,lasso,cosine,0.1925,4
knowledgeable,-0.0,lasso,cosine,0.1925,4
insightful,-0.18030860517132033,lasso,cosine,0.1925,4
learned,-0.0,lasso,cosine,0.1925,4
lot,-0.0,lasso,cosine,0.1925,4
from,0.0,lasso,cosine,0.1925,4
them,-0.0,lasso,cosine,0.1925,4
I,0.0,decision_tree,cosine,0.1925,4
had,0.016130889877711548,decision_tree,cosine,0.1925,4
a,0.04397387737287423,decision_tree,cosine,0.1925,4
fantastic,0.3998738419591406,decision_tree,cosine,0.1925,4
time,0.004205678593585991,decision_tree,cosine,0.1925,4
at,0.0,decision_tree,cosine,0.1925,4
this,0.005316424546820249,decision_tree,cosine,0.1925,4
event,0.0,decision_tree,cosine,0.1925,4
It,0.0,decision_tree,cosine,0.1925,4
was,0.0,decision_tree,cosine,0.1925,4
well,0.0,decision_tree,cosine,0.1925,4
organized,0.06479362320043931,decision_tree,cosine,0.1925,4
and,0.026956438538766614,decision_tree,cosine,0.1925,4
enjoyed,0.0,decision_tree,cosine,0.1925,4
every,0.07076392816570631,decision_tree,cosine,0.1925,4
moment,0.0,decision_tree,cosine,0.1925,4
of,0.0,decision_tree,cosine,0.1925,4
it,0.0,decision_tree,cosine,0.1925,4
The,0.044973919829962065,decision_tree,cosine,0.1925,4
speakers,0.0,decision_tree,cosine,0.1925,4
were,0.09282093078122285,decision_tree,cosine,0.1925,4
knowledgeable,0.0,decision_tree,cosine,0.1925,4
insightful,0.22448587326037517,decision_tree,cosine,0.1925,4
learned,0.0,decision_tree,cosine,0.1925,4
lot,0.0,decision_tree,cosine,0.1925,4
from,0.0,decision_tree,cosine,0.1925,4
them,0.005704573873395182,decision_tree,cosine,0.1925,4
I,0.004345015267959642,ridge,cosine,0.1925,5
had,0.0560262772256138,ridge,cosine,0.1925,5
a,0.06815692940303063,ridge,cosine,0.1925,5
fantastic,-0.29618555945490616,ridge,cosine,0.1925,5
time,-0.052649529163703274,ridge,cosine,0.1925,5
at,-0.01655897689643209,ridge,cosine,0.1925,5
this,-0.09415279166130248,ridge,cosine,0.1925,5
event,-0.03150773029288845,ridge,cosine,0.1925,5
It,0.05670502816314056,ridge,cosine,0.1925,5
was,0.04620873689056078,ridge,cosine,0.1925,5
well,-0.004685879229326985,ridge,cosine,0.1925,5
organized,-0.13253588824242246,ridge,cosine,0.1925,5
and,-0.08576207493730698,ridge,cosine,0.1925,5
enjoyed,-0.025924582398518366,ridge,cosine,0.1925,5
every,-0.13888926977767116,ridge,cosine,0.1925,5
moment,-0.07814867551735441,ridge,cosine,0.1925,5
of,0.0020881455128603475,ridge,cosine,0.1925,5
it,-0.03141621763662934,ridge,cosine,0.1925,5
The,0.07774157667356564,ridge,cosine,0.1925,5
speakers,0.01503970643844743,ridge,cosine,0.1925,5
were,0.11772042029816421,ridge,cosine,0.1925,5
knowledgeable,0.0019694223321686777,ridge,cosine,0.1925,5
insightful,-0.21414630441083785,ridge,cosine,0.1925,5
learned,-0.03714207397411759,ridge,cosine,0.1925,5
lot,-0.027531108585211204,ridge,cosine,0.1925,5
from,0.013669066442694198,ridge,cosine,0.1925,5
them,-0.022443356143974146,ridge,cosine,0.1925,5
I,0.0,lasso,cosine,0.1925,5
had,0.04601365968084046,lasso,cosine,0.1925,5
a,0.03543471975184319,lasso,cosine,0.1925,5
fantastic,-0.26948539851222664,lasso,cosine,0.1925,5
time,-0.0027143850562093624,lasso,cosine,0.1925,5
at,-0.0,lasso,cosine,0.1925,5
this,-0.027019879852225,lasso,cosine,0.1925,5
event,-0.0,lasso,cosine,0.1925,5
It,0.0225983935943145,lasso,cosine,0.1925,5
was,0.011494981678432001,lasso,cosine,0.1925,5
well,0.0,lasso,cosine,0.1925,5
organized,-0.0943663172873643,lasso,cosine,0.1925,5
and,-0.0537837859987534,lasso,cosine,0.1925,5
enjoyed,-0.0,lasso,cosine,0.1925,5
every,-0.0980363236701354,lasso,cosine,0.1925,5
moment,-0.04364989099973633,lasso,cosine,0.1925,5
of,0.0,lasso,cosine,0.1925,5
it,-0.0,lasso,cosine,0.1925,5
The,0.04243833789011934,lasso,cosine,0.1925,5
speakers,0.0,lasso,cosine,0.1925,5
were,0.08861067232925476,lasso,cosine,0.1925,5
knowledgeable,0.0,lasso,cosine,0.1925,5
insightful,-0.16799829612524317,lasso,cosine,0.1925,5
learned,-0.008705749171520187,lasso,cosine,0.1925,5
lot,-0.0,lasso,cosine,0.1925,5
from,-0.0,lasso,cosine,0.1925,5
them,-0.0,lasso,cosine,0.1925,5
I,0.0,decision_tree,cosine,0.1925,5
had,4.285859475607392e-06,decision_tree,cosine,0.1925,5
a,0.005453899568529909,decision_tree,cosine,0.1925,5
fantastic,0.34826965740459126,decision_tree,cosine,0.1925,5
time,0.017586190328809894,decision_tree,cosine,0.1925,5
at,0.0,decision_tree,cosine,0.1925,5
this,0.019402945120960555,decision_tree,cosine,0.1925,5
event,0.0,decision_tree,cosine,0.1925,5
It,0.0,decision_tree,cosine,0.1925,5
was,0.0,decision_tree,cosine,0.1925,5
well,0.03356934427916462,decision_tree,cosine,0.1925,5
organized,0.08763196157036109,decision_tree,cosine,0.1925,5
and,0.04260700046070627,decision_tree,cosine,0.1925,5
enjoyed,0.0,decision_tree,cosine,0.1925,5
every,0.10503774596592183,decision_tree,cosine,0.1925,5
moment,0.0,decision_tree,cosine,0.1925,5
of,0.0,decision_tree,cosine,0.1925,5
it,0.0,decision_tree,cosine,0.1925,5
The,0.0,decision_tree,cosine,0.1925,5
speakers,0.000710693708404054,decision_tree,cosine,0.1925,5
were,0.05412399186798239,decision_tree,cosine,0.1925,5
knowledgeable,0.013149266352458559,decision_tree,cosine,0.1925,5
insightful,0.27245301751263395,decision_tree,cosine,0.1925,5
learned,0.0,decision_tree,cosine,0.1925,5
lot,0.0,decision_tree,cosine,0.1925,5
from,0.0,decision_tree,cosine,0.1925,5
them,0.0,decision_tree,cosine,0.1925,5
I,0.0012815679939175652,ridge,cosine,0.1925,6
had,0.04150379114834977,ridge,cosine,0.1925,6
a,0.10407661394222709,ridge,cosine,0.1925,6
fantastic,-0.31275401134788877,ridge,cosine,0.1925,6
time,-0.031839871726144796,ridge,cosine,0.1925,6
at,-0.014165545110550126,ridge,cosine,0.1925,6
this,-0.06799298634396216,ridge,cosine,0.1925,6
event,-0.011009466457670685,ridge,cosine,0.1925,6
It,0.04621444813167515,ridge,cosine,0.1925,6
was,0.0388450128670568,ridge,cosine,0.1925,6
well,0.01996552349276711,ridge,cosine,0.1925,6
organized,-0.12399827626433714,ridge,cosine,0.1925,6
and,-0.08847975586481284,ridge,cosine,0.1925,6
enjoyed,-0.025204461153556398,ridge,cosine,0.1925,6
every,-0.14417814539431434,ridge,cosine,0.1925,6
moment,-0.07855832499910392,ridge,cosine,0.1925,6
of,0.0020594430141234574,ridge,cosine,0.1925,6
it,-0.02188128615851494,ridge,cosine,0.1925,6
The,0.08561614819783286,ridge,cosine,0.1925,6
speakers,0.025706739063264435,ridge,cosine,0.1925,6
were,0.12504762721133533,ridge,cosine,0.1925,6
knowledgeable,-0.021384226735629546,ridge,cosine,0.1925,6
insightful,-0.22329084986137412,ridge,cosine,0.1925,6
learned,-0.04878726944639753,ridge,cosine,0.1925,6
lot,-0.017707164147162172,ridge,cosine,0.1925,6
from,0.02087495520739393,ridge,cosine,0.1925,6
them,-0.02860111149290853,ridge,cosine,0.1925,6
I,0.0,lasso,cosine,0.1925,6
had,0.027944202491141042,lasso,cosine,0.1925,6
a,0.050874630656901024,lasso,cosine,0.1925,6
fantastic,-0.24827032257968026,lasso,cosine,0.1925,6
time,-0.013543155500057464,lasso,cosine,0.1925,6
at,-0.0,lasso,cosine,0.1925,6
this,-0.04696877881707331,lasso,cosine,0.1925,6
event,-0.0,lasso,cosine,0.1925,6
It,0.007780471509835036,lasso,cosine,0.1925,6
was,0.00730004651332231,lasso,cosine,0.1925,6
well,0.0,lasso,cosine,0.1925,6
organized,-0.09512055991469004,lasso,cosine,0.1925,6
and,-0.043290570438151904,lasso,cosine,0.1925,6
enjoyed,-0.0,lasso,cosine,0.1925,6
every,-0.09776475313262313,lasso,cosine,0.1925,6
moment,-0.036929009118220266,lasso,cosine,0.1925,6
of,0.0,lasso,cosine,0.1925,6
it,-0.0,lasso,cosine,0.1925,6
The,0.031800930763579205,lasso,cosine,0.1925,6
speakers,0.0,lasso,cosine,0.1925,6
were,0.08779546294444951,lasso,cosine,0.1925,6
knowledgeable,-0.0,lasso,cosine,0.1925,6
insightful,-0.15485594462367158,lasso,cosine,0.1925,6
learned,-0.0,lasso,cosine,0.1925,6
lot,-0.0,lasso,cosine,0.1925,6
from,0.0,lasso,cosine,0.1925,6
them,-0.0,lasso,cosine,0.1925,6
I,0.0,decision_tree,cosine,0.1925,6
had,0.010122699781595395,decision_tree,cosine,0.1925,6
a,0.0,decision_tree,cosine,0.1925,6
fantastic,0.3985100071024312,decision_tree,cosine,0.1925,6
time,0.003260112929592075,decision_tree,cosine,0.1925,6
at,0.0,decision_tree,cosine,0.1925,6
this,0.026839204673847303,decision_tree,cosine,0.1925,6
event,0.0,decision_tree,cosine,0.1925,6
It,0.0,decision_tree,cosine,0.1925,6
was,0.00039637805005631843,decision_tree,cosine,0.1925,6
well,0.0,decision_tree,cosine,0.1925,6
organized,0.06261853101630213,decision_tree,cosine,0.1925,6
and,0.05361743080105425,decision_tree,cosine,0.1925,6
enjoyed,0.0,decision_tree,cosine,0.1925,6
every,0.09682765641616933,decision_tree,cosine,0.1925,6
moment,0.012930624537269043,decision_tree,cosine,0.1925,6
of,0.0,decision_tree,cosine,0.1925,6
it,0.0,decision_tree,cosine,0.1925,6
The,0.0035405784534803357,decision_tree,cosine,0.1925,6
speakers,0.0,decision_tree,cosine,0.1925,6
were,0.08059136284555651,decision_tree,cosine,0.1925,6
knowledgeable,0.0,decision_tree,cosine,0.1925,6
insightful,0.25074541339264617,decision_tree,cosine,0.1925,6
learned,0.0,decision_tree,cosine,0.1925,6
lot,0.0,decision_tree,cosine,0.1925,6
from,0.0,decision_tree,cosine,0.1925,6
them,0.0,decision_tree,cosine,0.1925,6
I,0.00490520396964692,ridge,cosine,0.1925,7
had,0.06958536004497777,ridge,cosine,0.1925,7
a,0.10296930342906802,ridge,cosine,0.1925,7
fantastic,-0.3021304994660466,ridge,cosine,0.1925,7
time,-0.04764763673438035,ridge,cosine,0.1925,7
at,-0.00826500356385684,ridge,cosine,0.1925,7
this,-0.09178313792123416,ridge,cosine,0.1925,7
event,-0.0027702516576823713,ridge,cosine,0.1925,7
It,0.05868295880207544,ridge,cosine,0.1925,7
was,0.047289338483391445,ridge,cosine,0.1925,7
well,0.00017011722082717915,ridge,cosine,0.1925,7
organized,-0.11422865277610922,ridge,cosine,0.1925,7
and,-0.10970908179836243,ridge,cosine,0.1925,7
enjoyed,-0.030925603947253705,ridge,cosine,0.1925,7
every,-0.1369986786771068,ridge,cosine,0.1925,7
moment,-0.08873828844265506,ridge,cosine,0.1925,7
of,-0.004512164841568328,ridge,cosine,0.1925,7
it,-0.028285583574218984,ridge,cosine,0.1925,7
The,0.06998334998936906,ridge,cosine,0.1925,7
speakers,0.023882334335665195,ridge,cosine,0.1925,7
were,0.12841395869928732,ridge,cosine,0.1925,7
knowledgeable,-0.006524095806112984,ridge,cosine,0.1925,7
insightful,-0.20406747038006615,ridge,cosine,0.1925,7
learned,-0.03957979320726348,ridge,cosine,0.1925,7
lot,-0.033142601569499594,ridge,cosine,0.1925,7
from,0.008168271858858886,ridge,cosine,0.1925,7
them,-0.028064178702344948,ridge,cosine,0.1925,7
I,0.0,lasso,cosine,0.1925,7
had,0.030561005718661827,lasso,cosine,0.1925,7
a,0.05183938156827569,lasso,cosine,0.1925,7
fantastic,-0.264278951888334,lasso,cosine,0.1925,7
time,-0.02303649386932736,lasso,cosine,0.1925,7
at,-0.0,lasso,cosine,0.1925,7
this,-0.030282265061019952,lasso,cosine,0.1925,7
event,-0.0,lasso,cosine,0.1925,7
It,0.01980959098802766,lasso,cosine,0.1925,7
was,0.008928591462273395,lasso,cosine,0.1925,7
well,0.0,lasso,cosine,0.1925,7
organized,-0.09572882271689905,lasso,cosine,0.1925,7
and,-0.051309196325215,lasso,cosine,0.1925,7
enjoyed,-0.0,lasso,cosine,0.1925,7
every,-0.09376076038183294,lasso,cosine,0.1925,7
moment,-0.034479134885565275,lasso,cosine,0.1925,7
of,0.0,lasso,cosine,0.1925,7
it,-0.0,lasso,cosine,0.1925,7
The,0.051022045285500896,lasso,cosine,0.1925,7
